"","SHOW","SEASON","show_season","Lead","LeadFullName","LeadHometown","LeadHomeState","LeadRace","AgeLead","CONTESTANTID","FullName","AgeCon","Occupation","Hometown","HomeState","EliminationWeek","seasontotalweeks","firstimpressionrose","firstweekdates","Winner","BLACK"
"137","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Jennifer","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"138","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Kelley","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"139","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Kerry","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"140","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Kristie","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"141","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Kristin","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"142","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Krysta","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"143","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Leina","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"144","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Lisa","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"145","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Mary","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",1,0
"146","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Melinda","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"147","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Natalie","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"148","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Nicole","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"149","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Susie","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"150","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Tanya","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"151","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Wende","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"152","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Anitra","",NA,"","",NA,"",NA,"No","D10",0,0
"153","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Brenda","",NA,"","",NA,"",NA,"No","No Date",0,0
"154","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Carrie","",NA,"","",NA,"",NA,"No","D10",0,0
"155","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Danushka","",NA,"","",NA,"",NA,"No","No Date",0,0
"156","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Debby","",NA,"","",NA,"",NA,"No","No Date",0,0
"157","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Emilie","",NA,"","",NA,"",NA,"No","No Date",0,0
"158","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Geitan","",NA,"","",NA,"",NA,"No","No Date",0,0
"159","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Gina Marie","",NA,"","",NA,"",NA,"No","D10",0,0
"160","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Heather","",NA,"","",NA,"",NA,"No","No Date",0,0
"161","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Jenny","",NA,"","",NA,"",NA,"No","D10",0,0
"162","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Kara","",NA,"","",NA,"",NA,"No","D10",0,0
"163","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Katie","",NA,"","",NA,"",NA,"No","No Date",0,0
"164","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Kerry","",NA,"","",NA,"",NA,"Yes","D10",0,0
"165","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Kimberly","",NA,"","",NA,"",NA,"No","D10",0,0
"166","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Kindle","",NA,"","",NA,"",NA,"No","D10",0,0
"167","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Krisily","",NA,"","",NA,"",NA,"No","D10",0,0
"168","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Kristen","",NA,"","",NA,"",NA,"No","No Date",0,0
"169","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Kristina","",NA,"","",NA,"",NA,"No","No Date",0,0
"170","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Kristine","",NA,"","",NA,"",NA,"No","No Date",0,0
"171","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Kyshawn","",NA,"","",NA,"",NA,"No","No Date",0,1
"172","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Megan","",NA,"","",NA,"",NA,"No","D1",0,0
"173","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Sarah B.","",NA,"","",NA,"",NA,"No","D10",1,0
"174","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Sarah W.","",NA,"","",NA,"",NA,"Yes","D1",0,0
"175","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Siomara","",NA,"","",NA,"",NA,"No","No Date",0,0
"176","Bachelor",7,"Bachelor-7","Charlie",NA,NA,NA,"White",29,"07_Valerie","",NA,"","",NA,"",NA,"No","No Date",0,0
"177","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Princess","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,1
"178","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Sara_H","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"179","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Sarah_B","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"180","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Sarah_S","",NA,"","",NA,"",NA,"No First Impression Rose Given","D12",1,0
"181","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Shiloh","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"182","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Stephanie","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"183","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Susan","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"184","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Tara","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"185","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Venus","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"186","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Yvonne","",NA,"","",NA,"",NA,"No First Impression Rose Given","D12",0,0
"187","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Ali_D","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"188","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Allie_G","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"189","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_April","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"190","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Cole","",NA,"","",NA,"",NA,"No First Impression Rose Given","D12",0,0
"191","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Cortney","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"192","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Elizabeth","",NA,"","",NA,"",NA,"No First Impression Rose Given","D12",0,0
"193","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Jaime","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"194","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Jehan","",NA,"","",NA,"",NA,"No First Impression Rose Given","D12",0,0
"195","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Jennifer","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"196","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Kathy","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,1
"197","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Kristen","",NA,"","",NA,"",NA,"No First Impression Rose Given","D1",0,0
"198","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Kyle","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"199","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Lisa","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"200","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Liza","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"201","Bachelor",8,"Bachelor-8","Travis",NA,NA,NA,"White",33,"08_Moana","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"202","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_COSETTA_B","Cosetta Blanca",NA,"Dancer","Italy","Italy","1",7,"No","No Date",0,0
"203","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_DESIREE_V","Desiree Valentin",22,"Realtor","Salt Lake City, Utah","Utah","4",7,"No","D6",0,0
"204","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_TARA_D","Tara Durr",24,"Realtor","St. Augustine, Florida","Florida","1",7,"No","No Date",0,0
"205","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_ROSELLA_F","Rosella Fratto",27,"Make-up artist","Chicago, Illinois","Illinois","1",7,"No","No Date",0,0
"206","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_SADIE_M","Sadie Murray",23,"Publicist","Carlsbad, California","California","7",7,"No","D5",0,0
"207","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_SARAH_S","Sarah Schnare",30,"Journalist","Nelson, British Columbia","BritishColumbia","2",7,"No","D6",0,1
"208","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_AGNESE_P","Agnese Polliza",24,"Student","Venice, Italy","Italy","5",7,"No","D5",0,0
"209","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_ANDREA_S","Andrea Shirley",28,"Hotel concierge","Cincinnati, OH","Ohio","1",7,"No","No Date",0,0
"210","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_APRIL_J","April Jacobs",23,"Model","Chicago, IL","Illinois","1",7,"No","No Date",0,0
"211","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_BOWE_N","Britt (Bowe) Newton",28,"Beer chemist","Columbus, OH","Ohio","1",7,"No","No Date",0,0
"212","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_CARISSA_I","Carissa Ilburg",25,"Attorney","Cattaraugus, NY","NewYork","1",7,"No","No Date",0,0
"213","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_CLAUDIA_G","Claudia Gismondi",22,"Restaurateur","Boca Raton, FL","Florida","1",7,"No","No Date",0,0
"214","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_LAURA_M","Laura Morgan",29,"Dolphin trainer","San Diego, CA","California","1",7,"No","No Date",0,0
"215","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_LISA_B","Lisa Blank",25,"Marketing manager","Portland, Oregon","Oregon","6",7,"Yes","D1",0,0
"216","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_MERI_B","Meri Barr",27,"Attorney","Biloxi, MS","Mississippi","1",7,"No","No Date",0,0
"217","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_RENEE_S","Renee Snell",30,"Broadcast marketer","Baltimore, MD","Maryland","1",7,"No","No Date",0,0
"218","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_RITA_G","Rita Ghazal",29,"Policy advisor","Richmond, VA","Virginia","1",7,"No","No Date",0,0
"219","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_ELYSE_H","Elyse Hammer",27,"Physician","New York, NY","NewYork","1",7,"No","No Date",0,0
"220","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_ERICA_R","Erica Rose",23,"Socialite","Houston, Texas","Texas","3",7,"No","D5",0,0
"221","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_GINA_C","Gina Clark",28,"Ultrasound technician","Chicago, Illinois","Illinois","3",7,"No","D6",0,0
"222","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_HEATHER_S","Heather Sneed",34,"Registered nurse","Aliquippa, PA","Pennsylvania","1",7,"No","No Date",0,0
"223","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_JAMI_M","Jami Matzke",27,"Event planner","Galveston, Texas","Texas","3",7,"No","D5",0,0
"224","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_JEANETTE_P","Jeanette Pawula",23,"Teacher","Bloomingdale, Illinois","Illinois","4",7,"No","D6",0,0
"225","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_JENNIFER_W","Jennifer Wilson",24,"Teacher","Pembroke Pines, Florida","Florida","winner",7,"No","D6",1,0
"226","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_JESSICA_H","Jessica Horner",25,"Assistant buyer","Charlotte, NC","North Carolina","1",7,"No","No Date",0,0
"227","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_KIM_J","Kim Jackson",27,"Interior designer","Newport Beach, California","California","2",7,"No","D6",0,0
"228","Bachelor",9,"Bachelor-9","Lorenzo","Lorenzo Borghese","Milan, Italy","Italy","White",34,"09_ELLEN_D","Ellen DeMaio",30,"Realtor","New Haven, Connecticut","Connecticut","2",7,"No","D5",0,0
"229","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_DANIELLE_V","Danielle Vallis",26,"Attorney","Bronx, NY","NewYork","1",8,"No","No Date",0,0
"230","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_BEVIN_P","Bevin Nicole Powers",28,"Assistant","Palo Alto, California","California","8",8,"No","D7",0,0
"231","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_BLAKENEY_R","Blakeney Rowe",29,"Radio sales","Birmingham, AL","Alabama","1",8,"No","No Date",0,0
"232","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_CANDICE_D","Candace DeCost",23,"Waitress","Hilton Head Island, SC","SouthCarolina","1",8,"No","No Date",0,0
"233","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_JESSICA_D","Jessica Devallo",32,"Hedge fund analyst","New York, NY","NewYork","1",8,"No","No Date",0,0
"234","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_ERIN_P","Erin Parker",24,"Financial analyst","Logansport, LA","Louisiana","3",8,"No","D7",0,0
"235","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_JACKIE_T","Jackie Topelli",23,"Executive coordinator","Minneapolis, MN","Minnesota","1",8,"No","No Date",0,0
"236","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_JEANETTE_A","Jeanette Alvarez",27,"Health care manager","Tampa, FL","Florida","1",8,"No","No Date",0,0
"237","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_LINDSAY_S","Lindsay Smith",22,"Student","Lawrence, KS","Kansas","1",8,"No","No Date",0,1
"238","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_NICOLE_C","Nicole Clary",26,"Sales Manager","Charleston, SC","SouthCarolina","4",8,"No","D7",0,0
"239","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_PEYTON_W","Peyton Wright",24,"Sorority recruiter","La Vergne, Tennessee","Tennessee","3",8,"No","D7",0,0
"240","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_STEPHANIE_T","Stephanie Tipper",27,"Organ donor coordinator","Folly Beach, SC","SouthCarolina","4",8,"Yes","D1",0,0
"241","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_STEPHANIE_W","Stephanie Wilhite",23,"Project Manager","Overland Park, Kansas","Kansas","5",8,"No","D7",0,0
"242","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_CATHERINE_W","Catherine Warren",23,"Former Miss Illinois","Lake Forest, IL","Illinois","1",8,"No","No Date",0,0
"243","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_DANIELLE_I","Danielle Imwalle",25,"Graphic Designer","Bethel, Connecticut","Connecticut","7",8,"No","D7",0,0
"244","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_TIFFANY_F","Tiffany Forester",27,"Real estate sales/development","St. Louis Park, MN","Minnesota","1",8,"No","No Date",0,0
"245","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_TIFFANY_W","Tiffany Warren",28,"Medical equipment sales rep","Boston, MA","Massachusetts","2",8,"No","D7",0,0
"246","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_TINA_W","Tina Wu",26,"Medical student","Los Angeles, California","California","5",8,"No","D7",0,0
"247","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_AMANDA_H","Amanda Hackney",26,"Financial analyst","Dallas, TX","Texas","3",8,"No","D7",0,0
"248","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_KATE_B","Kate Brockhouse",24,"Boutique owner","Ravenel, South Carolina","SouthCarolina","4",8,"No","D7",0,0
"249","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_LINDA_M","Linda Malek",33,"Attorney","Cuyahoga Falls, OH","Ohio","1",8,"No","No Date",0,0
"250","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_ALEXIS_Y","Alexis Young",26,"Attorney","Southlake, TX","Texas","2",8,"No","D7",0,0
"251","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_SUSAN_A","Susan Anderson",23,"Boutique manager","The Woodlands, TX","Texas","2",8,"No","D7",0,0
"252","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_AMBER_A","Amber Alchalabi",23,"Teacher","Sugar Land, Texas","Texas","6",8,"No","D7",0,0
"253","Bachelor",10,"Bachelor-10","Andrew","Andy Baldwin","Lancaster, Pennsylvania","Pennsylvania","White",30,"10_TESSA_H","Tessa Horst",26,"Social Worker","San Francisco, California","California","winner",8,"No","D7",1,0
"254","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_JENNI_C","Jenni Croft",27,"Phoenix Suns Cheerleader","Wichita, Kansas","Kansas","8",8,"Yes","D7",0,0
"255","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_ERIN_G","Erin Gardner",25,"Publishing sales executive","Tampa, Florida","Florida","2",8,"No","D7",0,0
"256","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_HILARY_R","Hillary Reisinger",27,"Registered nurse","Philadelphia, Pennsylvania","Pennsylvania","5",8,"No","D7",0,0
"257","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_KRISTY_K","Kristy Katzmann",29,"Acupuncturist","Gurnee, Illinois","Illinois","5",8,"No","D7",0,0
"258","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_JESSICA_K","Jessica Kiss",27,"News anchor","Lady Lake, Florida","Florida","1",8,"No","No Date",0,0
"259","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_JULI_G","Juli Gilliam",24,"Law student","Chicago, Illinois","Illinois","1",8,"No","No Date",0,0
"260","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_KIM_O","Kim Orville",31,"Realtor","Woodbridge, Connecticut","Connecticut","1",8,"No","No Date",0,0
"261","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_BETTINA_B","Bettina Bell",27,"Realtor","Washington, D.C.","D.C.","7",8,"No","D7",0,0
"262","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_DEANNA_P","Deanna Pappas",25,"Realtor","Newnan, Georgia","Georgia","8",8,"No","D7",0,0
"263","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_MICHELE_L","Michele Leavy",30,"Realtor","South Brunswick, New Jersey","NewJersey","2",8,"No","No Date",0,0
"264","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_MORGAN_B","Morgan Becker",24,"Graduate student","Tempe, Arizona","Arizona","1",8,"No","No Date",0,0
"265","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_JADE_B","Jade Beazley",24,"Boutique sales worker","Nashville, Tennessee","Tennessee","4",8,"No","D7",0,0
"266","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_NATALIE_V","Natalie Velasco",25,"Law student","Duncanville, Texas","Texas","1",8,"No","No Date",0,0
"267","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_REGINA_D","Regina Doringa",31,"Account representative","San Diego, California","California","1",8,"No","No Date",0,1
"268","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_SARAH_N","Sarah Newlon",23,"Bar manager","O'Fallon, Illinois","Illinois","3",8,"No","D7",0,0
"269","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_SHEENA_S","Sheena Stewart",23,"Internet marketing executive","Walnut Creek, California","California","6",8,"No","D7",0,0
"270","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_SOLISA_S","Solisa Shoop",25,"Esthetician","Georgetown, Texas","Texas","3",8,"No","D7",0,0
"271","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_LINDSEY_H","Lindsey Hawkins",25,"Model","Livonia, Michigan","Michigan","3",8,"No","D7",0,0
"272","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_LORI_L","Lori Langley",33,"Biology teacher","Annapolis, Maryland","Maryland","1",8,"No","No Date",0,0
"273","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_MALLORY_S","Mallory Simons",24,"Nanny","Honolulu, Hawaii","Hawaii","2",8,"No","D7",0,0
"274","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_MCCARTEN_D","McCarten Delaney",26,"Account manager","Lemon Grove, California","California","4",8,"No","D7",0,0
"275","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_MELISSA_B","Melissa Buschel",28,"Event planner","Westchester, New York","NewYork","1",8,"No","No Date",0,0
"276","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_STEPHY_K","Estefania ""Stephy"" Kootz",26,"Executive assistant","Atlanta, Georgia","Georgia","4",8,"No","D7",0,0
"277","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_SUSAN_S","Susan Stein",35,"Project analyst","St. Charles, Illinois","Illinois","1",8,"No","No Date",0,0
"278","Bachelor",11,"Bachelor-11","Brad1","Brad Womack","Austin, Texas","Texas","White",34,"11_TAUNI_N","Tauni Nessler ",31,"Emergency room nurse","St. Louis Park, Minnesota","Minnesota","1",8,"No","No Date",0,0
"279","Bachelor",12,"Bachelor-12","Matt","Matt Grant","London, England","England","White",27,"12_ALYSSA_G","Alyssa",24,"Biology student","Boise, Idaho","Idaho","1",8,"No","No Date",0,0
